"","Date","Time_Type","Hour","Station","AQHI","AQHI_Level"
"956","2019-10-09","Hourly",17,"Sha Tin",5,2
"957","2019-10-09","Hourly",17,"Tap Mun",5,2
"958","2019-10-09","Hourly",17,"Causeway Bay",5,2
"959","2019-10-09","Hourly",17,"Central",6,2
"960","2019-10-09","Hourly",17,"Mong Kok",5,2
"961","2019-10-09","Hourly",18,"Central Western",5,2
"962","2019-10-09","Hourly",18,"Kwun Tong",5,2
"963","2019-10-09","Hourly",18,"Kwai Chung",5,2
"964","2019-10-09","Hourly",18,"Tsuen Wan",5,2
"965","2019-10-09","Hourly",18,"Tseung Kwan O",5,2
"966","2019-10-09","Hourly",18,"Yuen Long",5,2
"967","2019-10-09","Hourly",18,"Tuen Mun",5,2
"968","2019-10-09","Hourly",18,"Tung Chung",5,2
"969","2019-10-09","Hourly",18,"Tai Po",5,2
"970","2019-10-09","Hourly",18,"Sha Tin",5,2
"971","2019-10-09","Hourly",18,"Tap Mun",5,2
"972","2019-10-09","Hourly",18,"Causeway Bay",5,2
"973","2019-10-09","Hourly",18,"Central",6,2
"974","2019-10-09","Hourly",18,"Mong Kok",5,2
"975","2019-10-09","Hourly",19,"Central Western",5,2
"976","2019-10-09","Hourly",19,"Kwun Tong",5,2
"977","2019-10-09","Hourly",19,"Kwai Chung",5,2
"978","2019-10-09","Hourly",19,"Tsuen Wan",5,2
"979","2019-10-09","Hourly",19,"Tseung Kwan O",5,2
"980","2019-10-09","Hourly",19,"Yuen Long",5,2
"981","2019-10-09","Hourly",19,"Tuen Mun",5,2
"982","2019-10-09","Hourly",19,"Tung Chung",5,2
"983","2019-10-09","Hourly",19,"Tai Po",5,2
"984","2019-10-09","Hourly",19,"Sha Tin",5,2
"985","2019-10-09","Hourly",19,"Tap Mun",5,2
"986","2019-10-09","Hourly",19,"Causeway Bay",5,2
"987","2019-10-09","Hourly",19,"Mong Kok",5,2
"988","2019-10-09","Hourly",20,"Central Western",5,2
"989","2019-10-09","Hourly",20,"Kwun Tong",5,2
"990","2019-10-09","Hourly",20,"Kwai Chung",5,2
"991","2019-10-09","Hourly",20,"Tsuen Wan",5,2
"992","2019-10-09","Hourly",20,"Tseung Kwan O",5,2
"993","2019-10-09","Hourly",20,"Yuen Long",5,2
"994","2019-10-09","Hourly",20,"Tuen Mun",5,2
"995","2019-10-09","Hourly",20,"Tung Chung",5,2
"996","2019-10-09","Hourly",20,"Tai Po",5,2
"997","2019-10-09","Hourly",20,"Sha Tin",5,2
"998","2019-10-09","Hourly",20,"Tap Mun",5,2
"999","2019-10-09","Hourly",20,"Causeway Bay",5,2
"1000","2019-10-09","Hourly",20,"Mong Kok",5,2
"1001","2019-10-09","Hourly",21,"Central Western",5,2
"1002","2019-10-09","Hourly",21,"Kwun Tong",5,2
"1003","2019-10-09","Hourly",21,"Kwai Chung",5,2
"1004","2019-10-09","Hourly",21,"Tseung Kwan O",5,2
"1005","2019-10-09","Hourly",21,"Tuen Mun",5,2
"1006","2019-10-09","Hourly",21,"Tung Chung",5,2
"1007","2019-10-09","Hourly",21,"Tai Po",5,2
"1008","2019-10-09","Hourly",21,"Sha Tin",5,2
"1009","2019-10-09","Hourly",21,"Tap Mun",5,2
"1010","2019-10-09","Hourly",21,"Causeway Bay",5,2
"1011","2019-10-09","Hourly",21,"Mong Kok",5,2
"1012","2019-10-09","Hourly",22,"Central Western",5,2
"1013","2019-10-09","Hourly",22,"Kwun Tong",5,2
"1014","2019-10-09","Hourly",22,"Kwai Chung",5,2
"1015","2019-10-09","Hourly",22,"Tseung Kwan O",5,2
"1016","2019-10-09","Hourly",22,"Tung Chung",5,2
"1017","2019-10-09","Hourly",22,"Tai Po",5,2
"1018","2019-10-09","Hourly",22,"Sha Tin",5,2
"1019","2019-10-09","Hourly",22,"Tap Mun",5,2
"1020","2019-10-09","Hourly",22,"Causeway Bay",5,2
"1021","2019-10-09","Hourly",22,"Mong Kok",5,2
"1022","2019-10-09","Hourly",23,"Central Western",5,2
"1023","2019-10-09","Hourly",23,"Kwun Tong",5,2
"1024","2019-10-09","Hourly",23,"Tseung Kwan O",5,2
"1025","2019-10-09","Hourly",23,"Tung Chung",5,2
"1026","2019-10-09","Hourly",23,"Tai Po",5,2
"1027","2019-10-09","Hourly",23,"Sha Tin",5,2
"1028","2019-10-09","Hourly",23,"Tap Mun",5,2
"1029","2019-10-09","Hourly",23,"Causeway Bay",5,2
"1030","2019-10-09","Hourly",23,"Mong Kok",5,2
"1031","2019-10-09","Hourly",24,"Central Western",5,2
"1032","2019-10-09","Hourly",24,"Kwun Tong",5,2
"1033","2019-10-09","Hourly",24,"Tseung Kwan O",5,2
"1034","2019-10-09","Hourly",24,"Tung Chung",5,2
"1035","2019-10-09","Hourly",24,"Tai Po",5,2
"1036","2019-10-09","Hourly",24,"Sha Tin",5,2
"1037","2019-10-09","Hourly",24,"Tap Mun",5,2
"1038","2019-10-09","Hourly",24,"Causeway Bay",5,2
"1039","2019-10-09","Hourly",24,"Mong Kok",5,2
"1040","2019-10-10","Hourly",1,"Eastern",5,2
"1041","2019-10-10","Hourly",1,"Kwun Tong",5,2
"1042","2019-10-10","Hourly",1,"Tseung Kwan O",5,2
"1043","2019-10-10","Hourly",1,"Tung Chung",5,2
"1044","2019-10-10","Hourly",1,"Tap Mun",5,2
"1045","2019-10-10","Hourly",1,"Mong Kok",5,2
"1046","2019-10-10","Hourly",2,"Kwun Tong",5,2
"1047","2019-10-10","Hourly",2,"Tap Mun",5,2
"1048","2019-10-10","Hourly",11,"Eastern",5,2
"1049","2019-10-10","Hourly",11,"Kwun Tong",5,2
"1050","2019-10-10","Hourly",11,"Tai Po",5,2
"1051","2019-10-10","Hourly",11,"Tap Mun",5,2
"1052","2019-10-10","Hourly",11,"Mong Kok",5,2
"1053","2019-10-10","Hourly",12,"Central Western",5,2
"1054","2019-10-10","Hourly",12,"Eastern",5,2
"1055","2019-10-10","Hourly",12,"Kwun Tong",5,2
"1056","2019-10-10","Hourly",12,"Kwai Chung",5,2
"1057","2019-10-10","Hourly",12,"Yuen Long",5,2
"1058","2019-10-10","Hourly",12,"Tung Chung",5,2
"1059","2019-10-10","Hourly",12,"Tai Po",5,2
"1060","2019-10-10","Hourly",12,"Sha Tin",5,2
"1061","2019-10-10","Hourly",12,"Tap Mun",5,2
"1062","2019-10-10","Hourly",12,"Mong Kok",5,2
"1063","2019-10-10","Hourly",13,"Central Western",5,2
"1064","2019-10-10","Hourly",13,"Eastern",5,2
"1065","2019-10-10","Hourly",13,"Kwun Tong",5,2
"1066","2019-10-10","Hourly",13,"Sham Shui Po",5,2
"1067","2019-10-10","Hourly",13,"Kwai Chung",5,2
"1068","2019-10-10","Hourly",13,"Tseung Kwan O",5,2
"1069","2019-10-10","Hourly",13,"Yuen Long",5,2
"1070","2019-10-10","Hourly",13,"Tung Chung",5,2
"1071","2019-10-10","Hourly",13,"Tai Po",5,2
"1072","2019-10-10","Hourly",13,"Sha Tin",5,2
"1073","2019-10-10","Hourly",13,"Tap Mun",5,2
"1074","2019-10-10","Hourly",13,"Mong Kok",5,2
"1075","2019-10-10","Hourly",14,"Central Western",5,2
"1076","2019-10-10","Hourly",14,"Eastern",5,2
"1077","2019-10-10","Hourly",14,"Kwun Tong",5,2
"1078","2019-10-10","Hourly",14,"Sham Shui Po",5,2
"1079","2019-10-10","Hourly",14,"Kwai Chung",5,2
"1080","2019-10-10","Hourly",14,"Tsuen Wan",5,2
"1081","2019-10-10","Hourly",14,"Tseung Kwan O",5,2
"1082","2019-10-10","Hourly",14,"Yuen Long",5,2
"1083","2019-10-10","Hourly",14,"Tung Chung",5,2
"1084","2019-10-10","Hourly",14,"Tai Po",5,2
"1085","2019-10-10","Hourly",14,"Sha Tin",5,2
"1086","2019-10-10","Hourly",14,"Tap Mun",5,2
"1087","2019-10-10","Hourly",14,"Mong Kok",5,2
"1088","2019-10-10","Hourly",15,"Central Western",5,2
"1089","2019-10-10","Hourly",15,"Eastern",5,2
"1090","2019-10-10","Hourly",15,"Kwun Tong",5,2
"1091","2019-10-10","Hourly",15,"Kwai Chung",5,2
"1092","2019-10-10","Hourly",15,"Tsuen Wan",5,2
"1093","2019-10-10","Hourly",15,"Tseung Kwan O",5,2
"1094","2019-10-10","Hourly",15,"Yuen Long",5,2
"1095","2019-10-10","Hourly",15,"Tuen Mun",6,2
"1096","2019-10-10","Hourly",15,"Tung Chung",5,2
"1097","2019-10-10","Hourly",15,"Tai Po",5,2
"1098","2019-10-10","Hourly",15,"Sha Tin",5,2
"1099","2019-10-10","Hourly",15,"Tap Mun",5,2
"1100","2019-10-10","Hourly",15,"Central",6,2
"1101","2019-10-10","Hourly",15,"Mong Kok",5,2
"1102","2019-10-10","Hourly",16,"Central Western",5,2
"1103","2019-10-10","Hourly",16,"Eastern",5,2
"1104","2019-10-10","Hourly",16,"Kwun Tong",5,2
"1105","2019-10-10","Hourly",16,"Kwai Chung",5,2
"1106","2019-10-10","Hourly",16,"Tsuen Wan",5,2
"1107","2019-10-10","Hourly",16,"Tseung Kwan O",5,2
"1108","2019-10-10","Hourly",16,"Yuen Long",5,2
"1109","2019-10-10","Hourly",16,"Tuen Mun",6,2
"1110","2019-10-10","Hourly",16,"Tung Chung",5,2
"1111","2019-10-10","Hourly",16,"Tai Po",5,2
"1112","2019-10-10","Hourly",16,"Sha Tin",5,2
"1113","2019-10-10","Hourly",16,"Tap Mun",5,2
"1114","2019-10-10","Hourly",16,"Mong Kok",5,2
"1115","2019-10-10","Hourly",17,"Central Western",5,2
"1116","2019-10-10","Hourly",17,"Eastern",5,2
"1117","2019-10-10","Hourly",17,"Kwun Tong",5,2
"1118","2019-10-10","Hourly",17,"Sham Shui Po",5,2
"1119","2019-10-10","Hourly",17,"Kwai Chung",5,2
"1120","2019-10-10","Hourly",17,"Tsuen Wan",5,2
"1121","2019-10-10","Hourly",17,"Tseung Kwan O",5,2
"1122","2019-10-10","Hourly",17,"Yuen Long",5,2
"1123","2019-10-10","Hourly",17,"Tuen Mun",6,2
"1124","2019-10-10","Hourly",17,"Tung Chung",5,2
"1125","2019-10-10","Hourly",17,"Tai Po",5,2
"1126","2019-10-10","Hourly",17,"Sha Tin",5,2
"1127","2019-10-10","Hourly",17,"Tap Mun",5,2
"1128","2019-10-10","Hourly",17,"Mong Kok",5,2
"1129","2019-10-10","Hourly",18,"Central Western",5,2
"1130","2019-10-10","Hourly",18,"Eastern",5,2
"1131","2019-10-10","Hourly",18,"Kwun Tong",5,2
"1132","2019-10-10","Hourly",18,"Sham Shui Po",5,2
"1133","2019-10-10","Hourly",18,"Kwai Chung",5,2
"1134","2019-10-10","Hourly",18,"Tsuen Wan",5,2
"1135","2019-10-10","Hourly",18,"Tseung Kwan O",5,2
"1136","2019-10-10","Hourly",18,"Yuen Long",5,2
"1137","2019-10-10","Hourly",18,"Tung Chung",5,2
"1138","2019-10-10","Hourly",18,"Tai Po",5,2
"1139","2019-10-10","Hourly",18,"Sha Tin",5,2
"1140","2019-10-10","Hourly",18,"Tap Mun",5,2
"1141","2019-10-10","Hourly",18,"Mong Kok",5,2
"1142","2019-10-10","Hourly",19,"Central Western",5,2
"1143","2019-10-10","Hourly",19,"Eastern",5,2
"1144","2019-10-10","Hourly",19,"Kwun Tong",5,2
"1145","2019-10-10","Hourly",19,"Sham Shui Po",5,2
"1146","2019-10-10","Hourly",19,"Kwai Chung",5,2
"1147","2019-10-10","Hourly",19,"Tsuen Wan",5,2
"1148","2019-10-10","Hourly",19,"Tseung Kwan O",5,2
"1149","2019-10-10","Hourly",19,"Yuen Long",5,2
"1150","2019-10-10","Hourly",19,"Tung Chung",5,2
"1151","2019-10-10","Hourly",19,"Tai Po",5,2
"1152","2019-10-10","Hourly",19,"Sha Tin",5,2
"1153","2019-10-10","Hourly",19,"Tap Mun",5,2
"1154","2019-10-10","Hourly",19,"Causeway Bay",6,2
"1155","2019-10-10","Hourly",19,"Mong Kok",5,2
"1156","2019-10-10","Hourly",20,"Central Western",5,2
"1157","2019-10-10","Hourly",20,"Eastern",5,2
"1158","2019-10-10","Hourly",20,"Kwun Tong",5,2
"1159","2019-10-10","Hourly",20,"Sham Shui Po",5,2
"1160","2019-10-10","Hourly",20,"Kwai Chung",5,2
"1161","2019-10-10","Hourly",20,"Tseung Kwan O",5,2
"1162","2019-10-10","Hourly",20,"Yuen Long",5,2
"1163","2019-10-10","Hourly",20,"Tung Chung",5,2
"1164","2019-10-10","Hourly",20,"Tai Po",5,2
"1165","2019-10-10","Hourly",20,"Tap Mun",5,2
"1166","2019-10-10","Hourly",20,"Causeway Bay",6,2
"1167","2019-10-10","Hourly",20,"Mong Kok",5,2
"1168","2019-10-10","Hourly",21,"Central Western",5,2
"1169","2019-10-10","Hourly",21,"Eastern",5,2
"1170","2019-10-10","Hourly",21,"Kwun Tong",5,2
"1171","2019-10-10","Hourly",21,"Tseung Kwan O",5,2
"1172","2019-10-10","Hourly",21,"Tap Mun",5,2
"1173","2019-10-10","Hourly",21,"Causeway Bay",6,2
"1174","2019-10-10","Hourly",21,"Mong Kok",5,2
"1175","2019-10-10","Hourly",22,"Eastern",5,2
"1176","2019-10-10","Hourly",22,"Kwun Tong",5,2
"1177","2019-10-10","Hourly",22,"Tseung Kwan O",5,2
"1178","2019-10-10","Hourly",22,"Causeway Bay",6,2
"1179","2019-10-10","Hourly",22,"Mong Kok",5,2
"1180","2019-10-10","Hourly",23,"Kwun Tong",5,2
"1181","2019-10-10","Hourly",23,"Mong Kok",5,2
"1182","2019-10-11","Hourly",15,"Tseung Kwan O",8,4
"1183","2019-10-11","Hourly",15,"Tung Chung",9,4
"1184","2019-10-11","Hourly",15,"Tap Mun",9,4
"1185","2019-10-11","Hourly",15,"Causeway Bay",9,4
"1186","2019-10-11","Hourly",15,"Central",9,4
"1187","2019-10-11","Hourly",15,"Mong Kok",9,4
"1188","2019-10-11","Hourly",16,"Central Western",9,4
"1189","2019-10-11","Hourly",16,"Kwun Tong",9,4
"1190","2019-10-11","Hourly",16,"Kwai Chung",9,4
"1191","2019-10-11","Hourly",16,"Tseung Kwan O",8,4
"1192","2019-10-11","Hourly",16,"Yuen Long",10,4
"1193","2019-10-11","Hourly",16,"Tung Chung",9,4
"1194","2019-10-11","Hourly",16,"Tai Po",10,4
"1195","2019-10-11","Hourly",16,"Tap Mun",9,4
"1196","2019-10-11","Hourly",16,"Causeway Bay",9,4
"1197","2019-10-11","Hourly",16,"Central",9,4
"1198","2019-10-11","Hourly",16,"Mong Kok",9,4
"1199","2019-10-11","Hourly",17,"Central Western",9,4
"1200","2019-10-11","Hourly",17,"Eastern",8,4
"1201","2019-10-11","Hourly",17,"Kwun Tong",9,4
"1202","2019-10-11","Hourly",17,"Sham Shui Po",9,4
"1203","2019-10-11","Hourly",17,"Kwai Chung",9,4
"1204","2019-10-11","Hourly",17,"Tsuen Wan",9,4
"1205","2019-10-11","Hourly",17,"Tseung Kwan O",8,4
"1206","2019-10-11","Hourly",17,"Yuen Long",10,4
"1207","2019-10-11","Hourly",17,"Tuen Mun",10,4
"1208","2019-10-11","Hourly",17,"Tung Chung",9,4
"1209","2019-10-11","Hourly",17,"Tai Po",10,4
"1210","2019-10-11","Hourly",17,"Sha Tin",9,4
"1211","2019-10-11","Hourly",17,"Causeway Bay",9,4
"1212","2019-10-11","Hourly",17,"Central",9,4
"1213","2019-10-11","Hourly",17,"Mong Kok",9,4
"1214","2019-10-11","Hourly",18,"Central Western",9,4
"1215","2019-10-11","Hourly",18,"Eastern",8,4
"1216","2019-10-11","Hourly",18,"Kwun Tong",9,4
"1217","2019-10-11","Hourly",18,"Sham Shui Po",9,4
"1218","2019-10-11","Hourly",18,"Kwai Chung",9,4
"1219","2019-10-11","Hourly",18,"Tsuen Wan",9,4
"1220","2019-10-11","Hourly",18,"Tseung Kwan O",8,4
"1221","2019-10-11","Hourly",18,"Yuen Long",10,4
"1222","2019-10-11","Hourly",18,"Tuen Mun",10,4
"1223","2019-10-11","Hourly",18,"Tung Chung",9,4
"1224","2019-10-11","Hourly",18,"Tai Po",10,4
"1225","2019-10-11","Hourly",18,"Sha Tin",9,4
"1226","2019-10-11","Hourly",18,"Causeway Bay",9,4
"1227","2019-10-11","Hourly",18,"Central",9,4
"1228","2019-10-11","Hourly",18,"Mong Kok",9,4
"1229","2019-10-11","Hourly",19,"Central Western",9,4
"1230","2019-10-11","Hourly",19,"Eastern",8,4
"1231","2019-10-11","Hourly",19,"Kwun Tong",9,4
"1232","2019-10-11","Hourly",19,"Tsuen Wan",9,4
"1233","2019-10-11","Hourly",19,"Tseung Kwan O",8,4
"1234","2019-10-11","Hourly",19,"Yuen Long",10,4
"1235","2019-10-11","Hourly",19,"Sha Tin",9,4
"1236","2019-10-11","Hourly",19,"Causeway Bay",9,4
"1237","2019-10-11","Hourly",19,"Central",9,4
"1238","2019-10-11","Hourly",19,"Mong Kok",9,4
"1239","2019-10-11","Hourly",20,"Eastern",8,4
"1240","2019-10-11","Hourly",20,"Tseung Kwan O",8,4
"1241","2019-10-11","Hourly",20,"Causeway Bay",9,4
"1242","2019-10-11","Hourly",21,"Causeway Bay",9,4
"1243","2019-10-12","Hourly",13,"Tseung Kwan O",8,4
"1244","2019-10-12","Hourly",13,"Sha Tin",8,4
"1245","2019-10-12","Hourly",14,"Eastern",8,4
"1246","2019-10-12","Hourly",14,"Kwun Tong",8,4
"1247","2019-10-12","Hourly",14,"Tseung Kwan O",8,4
"1248","2019-10-12","Hourly",14,"Yuen Long",8,4
"1249","2019-10-12","Hourly",14,"Sha Tin",8,4
"1250","2019-10-12","Hourly",14,"Tap Mun",8,4
"1251","2019-10-12","Hourly",15,"Eastern",8,4
"1252","2019-10-12","Hourly",15,"Kwun Tong",8,4
"1253","2019-10-12","Hourly",15,"Sham Shui Po",7,3
"1254","2019-10-12","Hourly",15,"Kwai Chung",7,3
"1255","2019-10-12","Hourly",15,"Tsuen Wan",7,3
"1256","2019-10-12","Hourly",15,"Tseung Kwan O",8,4
"1257","2019-10-12","Hourly",15,"Yuen Long",8,4
"1258","2019-10-12","Hourly",15,"Tuen Mun",8,4
"1259","2019-10-12","Hourly",15,"Tung Chung",8,4
"1260","2019-10-12","Hourly",15,"Tai Po",9,4
"1261","2019-10-12","Hourly",15,"Sha Tin",8,4
"1262","2019-10-12","Hourly",15,"Tap Mun",8,4
"1263","2019-10-12","Hourly",15,"Causeway Bay",9,4
"1264","2019-10-12","Hourly",15,"Mong Kok",8,4
"1265","2019-10-12","Hourly",16,"Central Western",8,4
"1266","2019-10-12","Hourly",16,"Eastern",8,4
"1267","2019-10-12","Hourly",16,"Kwun Tong",8,4
"1268","2019-10-12","Hourly",16,"Sham Shui Po",7,3
"1269","2019-10-12","Hourly",16,"Kwai Chung",7,3
"1270","2019-10-12","Hourly",16,"Tsuen Wan",7,3
"1271","2019-10-12","Hourly",16,"Tseung Kwan O",8,4
"1272","2019-10-12","Hourly",16,"Tuen Mun",8,4
"1273","2019-10-12","Hourly",16,"Tung Chung",8,4
"1274","2019-10-12","Hourly",16,"Tap Mun",8,4
"1275","2019-10-12","Hourly",16,"Causeway Bay",9,4
"1276","2019-10-12","Hourly",16,"Central",8,4
"1277","2019-10-12","Hourly",17,"Kwun Tong",8,4
"1278","2019-10-12","Hourly",17,"Kwai Chung",7,3
"1279","2019-10-12","Hourly",17,"Tsuen Wan",7,3
"1280","2019-10-12","Hourly",17,"Tseung Kwan O",8,4
"1281","2019-10-12","Hourly",17,"Yuen Long",8,4
"1282","2019-10-12","Hourly",17,"Tuen Mun",8,4
"1283","2019-10-12","Hourly",17,"Tung Chung",8,4
"1284","2019-10-12","Hourly",17,"Tap Mun",8,4
"1285","2019-10-12","Hourly",17,"Central",8,4
"1286","2019-10-12","Hourly",18,"Tsuen Wan",7,3
"1287","2019-10-12","Hourly",18,"Tseung Kwan O",8,4
"1288","2019-10-12","Hourly",18,"Yuen Long",8,4
"1289","2019-10-12","Hourly",18,"Tuen Mun",8,4
"1290","2019-10-12","Hourly",18,"Tung Chung",8,4
"1291","2019-10-12","Hourly",18,"Tap Mun",8,4
"1292","2019-10-12","Hourly",18,"Central",8,4
"1293","2019-10-12","Hourly",19,"Tseung Kwan O",8,4
"1294","2019-10-12","Hourly",19,"Yuen Long",8,4
"1295","2019-10-12","Hourly",19,"Tuen Mun",8,4
"1296","2019-10-12","Hourly",19,"Tap Mun",8,4
"1297","2019-10-12","Hourly",20,"Tuen Mun",8,4
"1298","2019-10-13","Hourly",1,"Central Western",5,2
"1299","2019-10-13","Hourly",1,"Eastern",5,2
"1300","2019-10-13","Hourly",1,"Sham Shui Po",5,2
"1301","2019-10-13","Hourly",1,"Tseung Kwan O",5,2
"1302","2019-10-13","Hourly",1,"Yuen Long",5,2
"1303","2019-10-13","Hourly",1,"Tuen Mun",5,2
"1304","2019-10-13","Hourly",1,"Tung Chung",6,2
"1305","2019-10-13","Hourly",1,"Tai Po",6,2
"1306","2019-10-13","Hourly",1,"Causeway Bay",6,2
"1307","2019-10-13","Hourly",1,"Mong Kok",6,2
"1308","2019-10-13","Hourly",2,"Central Western",5,2
"1309","2019-10-13","Hourly",2,"Eastern",5,2
"1310","2019-10-13","Hourly",2,"Sham Shui Po",5,2
"1311","2019-10-13","Hourly",2,"Tseung Kwan O",5,2
"1312","2019-10-13","Hourly",2,"Yuen Long",5,2
"1313","2019-10-13","Hourly",2,"Tuen Mun",5,2
"1314","2019-10-13","Hourly",3,"Central Western",5,2
"1315","2019-10-13","Hourly",3,"Eastern",5,2
"1316","2019-10-13","Hourly",3,"Kwun Tong",6,2
"1317","2019-10-13","Hourly",3,"Sham Shui Po",5,2
"1318","2019-10-13","Hourly",3,"Tseung Kwan O",5,2
"1319","2019-10-13","Hourly",3,"Tuen Mun",5,2
"1320","2019-10-13","Hourly",4,"Central Western",5,2
"1321","2019-10-13","Hourly",4,"Eastern",5,2
"1322","2019-10-13","Hourly",4,"Sham Shui Po",5,2
"1323","2019-10-13","Hourly",4,"Tseung Kwan O",5,2
"1324","2019-10-13","Hourly",4,"Tuen Mun",5,2
"1325","2019-10-13","Hourly",5,"Central Western",5,2
"1326","2019-10-13","Hourly",5,"Eastern",5,2
"1327","2019-10-13","Hourly",5,"Sham Shui Po",5,2
"1328","2019-10-13","Hourly",5,"Tseung Kwan O",5,2
"1329","2019-10-13","Hourly",5,"Tuen Mun",5,2
"1330","2019-10-13","Hourly",6,"Central Western",5,2
"1331","2019-10-13","Hourly",6,"Eastern",5,2
"1332","2019-10-13","Hourly",6,"Sham Shui Po",5,2
"1333","2019-10-13","Hourly",6,"Tseung Kwan O",5,2
"1334","2019-10-13","Hourly",7,"Eastern",5,2
"1335","2019-10-13","Hourly",7,"Tseung Kwan O",5,2
"1336","2019-10-13","Hourly",15,"Central Western",5,2
"1337","2019-10-13","Hourly",15,"Eastern",5,2
"1338","2019-10-13","Hourly",15,"Tseung Kwan O",5,2
"1339","2019-10-13","Hourly",15,"Yuen Long",5,2
"1340","2019-10-13","Hourly",16,"Central Western",5,2
"1341","2019-10-13","Hourly",16,"Eastern",5,2
"1342","2019-10-13","Hourly",16,"Kwai Chung",5,2
"1343","2019-10-13","Hourly",16,"Tseung Kwan O",5,2
"1344","2019-10-13","Hourly",16,"Yuen Long",5,2
"1345","2019-10-13","Hourly",16,"Tuen Mun",5,2
"1346","2019-10-13","Hourly",16,"Sha Tin",5,2
"1347","2019-10-13","Hourly",17,"Central Western",5,2
"1348","2019-10-13","Hourly",17,"Eastern",5,2
"1349","2019-10-13","Hourly",17,"Sham Shui Po",5,2
"1350","2019-10-13","Hourly",17,"Kwai Chung",5,2
"1351","2019-10-13","Hourly",17,"Tsuen Wan",5,2
"1352","2019-10-13","Hourly",17,"Tseung Kwan O",5,2
"1353","2019-10-13","Hourly",17,"Yuen Long",5,2
"1354","2019-10-13","Hourly",17,"Tuen Mun",5,2
"1355","2019-10-13","Hourly",17,"Sha Tin",5,2
"1356","2019-10-13","Hourly",18,"Central Western",5,2
"1357","2019-10-13","Hourly",18,"Eastern",5,2
"1358","2019-10-13","Hourly",18,"Sham Shui Po",5,2
"1359","2019-10-13","Hourly",18,"Kwai Chung",5,2
"1360","2019-10-13","Hourly",18,"Tsuen Wan",5,2
"1361","2019-10-13","Hourly",18,"Tseung Kwan O",5,2
"1362","2019-10-13","Hourly",18,"Yuen Long",5,2
"1363","2019-10-13","Hourly",18,"Sha Tin",5,2
"1364","2019-10-13","Hourly",18,"Tap Mun",6,2
"1365","2019-10-13","Hourly",19,"Central Western",5,2
"1366","2019-10-13","Hourly",19,"Eastern",5,2
"1367","2019-10-13","Hourly",19,"Kwun Tong",6,2
"1368","2019-10-13","Hourly",19,"Sham Shui Po",5,2
"1369","2019-10-13","Hourly",19,"Kwai Chung",5,2
"1370","2019-10-13","Hourly",19,"Tsuen Wan",5,2
"1371","2019-10-13","Hourly",19,"Tseung Kwan O",5,2
"1372","2019-10-13","Hourly",19,"Yuen Long",5,2
"1373","2019-10-13","Hourly",19,"Sha Tin",5,2
"1374","2019-10-13","Hourly",19,"Causeway Bay",6,2
"1375","2019-10-13","Hourly",19,"Central",6,2
"1376","2019-10-13","Hourly",20,"Central Western",5,2
"1377","2019-10-13","Hourly",20,"Eastern",5,2
"1378","2019-10-13","Hourly",20,"Kwun Tong",6,2
"1379","2019-10-13","Hourly",20,"Sham Shui Po",5,2
"1380","2019-10-13","Hourly",20,"Kwai Chung",5,2
"1381","2019-10-13","Hourly",20,"Tsuen Wan",5,2
"1382","2019-10-13","Hourly",20,"Tseung Kwan O",5,2
"1383","2019-10-13","Hourly",20,"Sha Tin",5,2
"1384","2019-10-13","Hourly",20,"Causeway Bay",6,2
"1385","2019-10-13","Hourly",20,"Central",6,2
"1386","2019-10-13","Hourly",21,"Central Western",5,2
"1387","2019-10-13","Hourly",21,"Eastern",5,2
"1388","2019-10-13","Hourly",21,"Sham Shui Po",5,2
"1389","2019-10-13","Hourly",21,"Kwai Chung",5,2
"1390","2019-10-13","Hourly",21,"Tseung Kwan O",5,2
"1391","2019-10-13","Hourly",21,"Central",6,2
"1392","2019-10-13","Hourly",22,"Central Western",5,2
"1393","2019-10-13","Hourly",22,"Eastern",5,2
"1394","2019-10-13","Hourly",22,"Sham Shui Po",5,2
"1395","2019-10-13","Hourly",22,"Kwai Chung",5,2
"1396","2019-10-13","Hourly",22,"Tseung Kwan O",5,2
"1397","2019-10-13","Hourly",23,"Central Western",5,2
"1398","2019-10-13","Hourly",23,"Eastern",5,2
"1399","2019-10-13","Hourly",23,"Tseung Kwan O",5,2
"1400","2019-10-13","Hourly",24,"Central Western",5,2
"1401","2019-10-13","Hourly",24,"Eastern",5,2
"1402","2019-10-13","Hourly",24,"Tseung Kwan O",5,2
"1403","2019-10-14","Hourly",1,"Tsuen Wan",4,2
"1404","2019-10-14","Hourly",1,"Tap Mun",4,2
"1405","2019-10-14","Hourly",1,"Central",5,2
"1406","2019-10-14","Hourly",2,"Tap Mun",4,2
"1407","2019-10-14","Hourly",2,"Central",5,2
"1408","2019-10-14","Hourly",3,"Tap Mun",4,2
"1409","2019-10-14","Hourly",3,"Central",5,2
"1410","2019-10-14","Hourly",4,"Tap Mun",4,2
"1411","2019-10-14","Hourly",5,"Tap Mun",4,2
"1412","2019-10-14","Hourly",6,"Tap Mun",4,2
"1413","2019-10-14","Hourly",12,"Central",5,2
"1414","2019-10-14","Hourly",13,"Kwun Tong",5,2
"1415","2019-10-14","Hourly",13,"Tsuen Wan",4,2
"1416","2019-10-14","Hourly",13,"Tap Mun",4,2
"1417","2019-10-14","Hourly",13,"Central",5,2
"1418","2019-10-14","Hourly",14,"Eastern",5,2
"1419","2019-10-14","Hourly",14,"Kwun Tong",5,2
